utterance_id,emotion,transcript
Ses03F_impro08_F015,neu,"No, we don't just give you things.  We're- we're-"
Ses03F_impro08_F016,neu,we compensating you for all your-
Ses03F_impro08_F020,neu,Three days?
Ses03F_impro08_F021,neu,A day?
Ses03F_impro08_F022,neu,"I don't know, sir."
Ses03F_impro08_F023,neu,"Oh, well, I'm sorry about that. Umm- We-"
Ses03F_impro08_F024,neu,"Well, ten hours worth of minutes--"
Ses03F_impro08_F025,neu,is what's going to happen.
Ses03F_impro08_F026,neu,"Sir,"
Ses03F_impro08_F027,neu,"what I would like what I'm advising you to do now is just to write down all of your problems that you-you feel that--You know, haven't been addressed, fax it to us-"
Ses03F_impro08_F028,neu,and we will take care of it if anything happens.  But all we can do now is ask for your patience.
Ses03F_impro08_F029,neu,Okay? Thank you for calling.  Goodbye.
Ses03F_impro08_M000,ang,"Hey, you stupid dumb shit machine, give me a fucking operator, huh?"
Ses03F_impro08_M006,ang,You know what?  I'm just going to- Patient?  I'm a busy man.
Ses03F_impro08_M007,ang,"-have to, have to what?"
Ses03F_impro08_M008,ang,What?  It's my phone.  You can't even call me on it. I don't have another phone.
Ses03F_impro08_M009,ang,What?  Are you kidding me?
Ses03F_impro08_M010,ang,"Oh, my God."
Ses03F_impro08_M011,ang,I- I'm going to kill myself right now.
Ses03F_impro08_M012,ang,A free calling card?
Ses03F_impro08_M014,ang,"That's it? Okay, yeah.  What else?"
Ses03F_impro08_M015,ang,"Okay, I need more than this.  Are you going to give me a little bit more?"
Ses03F_impro08_M021,neu,About three million dollars.
Ses03M_impro07_F000,hap,Hey.  How's it going?  I haven't seen you in awhile.
Ses03M_impro07_F001,hap,What's going on Joe?
Ses03M_impro07_F008,hap,Yeah.  Hopefully it won't be like high school.
Ses03M_impro07_F010,hap,Oh man.
Ses03M_impro07_F011,hap,Did you say yes yet?  I mean have you sent in your answer?
Ses03M_impro07_F012,hap,All right.
Ses03M_impro07_F013,hap,"This is so great, you know, because I gone fit on downtown so I'm going to be like right here.  I think I'm going to be living at City Lights downtown."
Ses03M_impro07_F014,hap,"Yeah, it really is."
Ses03M_impro07_F017,hap,"Well, I'm happy for you but I'm happy for me cause that means you're going to stay."
Ses03M_impro07_F019,hap,Mmmm some miso soup.
Ses03M_impro07_F023,neu,Oh my God.  I am so proud of you.
Ses03M_impro07_M009,neu,What does that mean?
Ses03M_impro07_M014,hap,Yeah.  This is so crazy.  I mean I didn't get into any other school but I got into the school I wanted.
Ses03M_impro07_M025,hap,"It took them, oh man, it took them like, I mean what it's like April now and any letters that come in April are usually the rejection letters so I was just like..."
Ses03M_script03_1_F018,sad,That's serious enough.
Ses03M_script03_1_M035,neu,I didn't hit you very hard.
Ses03F_impro03_F014,hap,He scored points.
Ses03F_impro03_F015,hap,"Oh, yeah. Everyone--yeah. And people--friends of ours were in the audience, I didn't know about, like family members."
Ses03F_impro03_F018,hap,"like a loser, I cried."
Ses03F_impro03_F019,hap,"But, I don't know, I--it's so weird to think I'm marrying somebody 'cause I feel so young, you know?"
Ses03F_impro03_F020,hap,No. No plans. or any- and probably
Ses03F_impro03_F021,hap,"like I think I want to get married--I want to have two weddings. One here, then one in Europe."
Ses03F_impro03_M015,hap,"No, you deserve to cry. I mean, tears of happiness."
Ses03M_impro02_F000,hap,Um.
Ses03M_impro02_F003,hap,Why the sad face?
Ses03M_impro02_F013,sad,Do this whole thing by myself?
Ses03M_impro02_F014,sad,Carry her for nine months and then yes.
Ses03M_impro02_F015,sad,It's not the same thing.  It's not like having you here.
Ses03M_impro02_F016,sad,I can't do this.
Ses03M_impro02_F017,sad,I'm sick of being strong-- --for us.
Ses03M_impro02_F022,sad,"and watch our child grow, see her take her first steps, her first words."
Ses03M_impro02_F023,sad,You said two years.
Ses03M_impro02_F024,sad,A whole year? --We're not talking about like a couple months here.  I mean this is a whole year.
Ses03M_impro02_F025,sad,What could happen in a year?
Ses03M_impro02_F026,sad,And this isn't the first time you know?  I mean you always...sending you off to different places and...
Ses03M_impro02_F027,sad,I don't know if that's how I want to live my life.
Ses03M_impro02_F028,sad,"Joe I'm serious I don't want to have to have a little girl to tell...asking every day where's daddy, where's daddy and have to tell her that he's away--"
Ses03M_impro02_F029,sad,far away and he won't be here.
Ses03M_impro02_F030,sad,I'm done.  I can't honey.
Ses03M_impro02_F031,sad,It's over.
Ses03M_impro02_F032,sad,Honey I can't do it anymore.
Ses03M_impro02_F033,sad,I need you here.  Anna needs you.
Ses03M_impro02_F034,sad,yeah.
Ses03M_impro02_M000,sad,Hey sweetie.
Ses03M_impro02_M001,sad,Hey.
Ses03M_impro02_M002,sad,"Uh, -Um"
Ses03M_impro02_M003,sad,they need me out there sooner than I thought
Ses03M_impro02_M004,sad,They want to deploy me next week.
Ses03M_impro02_M005,sad,For--
Ses03M_impro02_M006,sad,They said anywhere from two to three years.
Ses03M_impro02_M011,sad,No.
Ses03M_impro02_M012,sad,Honey you're not going to be by yourself--
Ses03M_impro02_M013,neu,"We'll have internet set up, we'll get web cameras and everything.  My whole family's here too."
Ses03M_impro02_M015,neu,"You can do it.  Alright?  You can, you can be strong, you can be strong for both of us alright?"
Ses03M_impro02_M016,sad,I don't know what to do.
Ses03M_impro02_M019,sad,You know I can't say no.
Ses03M_impro02_M024,sad,Honey after a year I can be back.
Ses03M_impro02_M025,sad,They want me there two years but I could probably get
Ses03M_impro02_M026,sad,maybe get some vacation-- --once it quiets down there.
Ses03M_impro02_M027,sad,I know.  I know.  But they really need some good guys there.
Ses03M_impro02_M028,sad,Well that's the kind of work I'm in honey.
Ses03M_impro02_M029,sad,It's just going to be--it's going to go faster than you think.
Ses03M_impro02_M030,sad,You tell her-- [BREATHING]
Ses03M_impro02_M031,sad,What do you mean?
Ses03M_script01_1_F000,neu,What's he going to say?  Maybe we ought to talk to him before he sees it.
Ses03M_script01_1_F004,sad,Did you talk to him?
Ses03M_script01_1_F005,sad,He cried hard?
Ses03M_script01_1_F008,sad,"He's getting just like he did after he died, you know?  What, what, what's the meaning of this?"
Ses03M_script01_1_F016,ang,No.  It's his god damned newspapers is what it is.  Now every month there's a new boy comes home and Larry's going to be the next one.
Ses03M_script01_1_F017,ang,Why?
Ses03M_script01_1_F020,ang,"Well what do you want me to do?  I mean, you're old enough to know your own mind."
Ses03M_script01_1_F021,neu,"Well, I mean, you got to make sure your dad's not going--"
Ses03M_script01_1_F028,neu,Did you ask Annie yet?
Ses03M_script01_1_F030,neu,"Look, you never had seen many, many women.  You know?  I mean..."
Ses03M_script01_1_F038,ang,You're just going to leave the business?  You have a business here.  You can't do that.
Ses03M_script01_1_F040,sad,Tell me something.  You can leave this business?
Ses03M_script01_1_F043,ang,"I mean what the hell have we worked for then?  I mean, it's all for you Chris.  The whole shooting match is for you."
Ses03M_script01_1_F045,sad,I don't understand you do I?
Ses03M_script01_1_F046,sad,Yeah.  I can see that.
Ses03M_script01_1_M000,sad,He saw it.
Ses03M_script01_1_M001,sad,He was out there when it happened.
Ses03M_script01_1_M002,sad,About four in the morning.  I heard a crack and I looked out and he was standing right there when it happened.
Ses03M_script01_1_M003,sad,I don't know. But after it cracked he ran back into the house and he cried in the kitchen.
Ses03M_script01_1_M004,sad,No.  I figured the best thing to do was leave him alone.
Ses03M_script01_1_M005,sad,I could hear it right through the floor.
Ses03M_script01_1_M006,sad,I guess he is.
Ses03M_script01_1_M007,sad,"I don't know.  But I know one thing mom, we made a terrible mistake with dad."
Ses03M_script01_1_M009,ang,You know that Larry's not coming back and I know that too.  Why we both go on letting him think that we both believe with him.
Ses03M_script01_1_M011,ang,"Why shouldn't he walk around and dream at him at night.  Walk around.  Why shouldn't he walk around?  Why shouldn't he dream of him, walk around at night waiting for him?  Do we contradict him?  Do we say flat out that we don't have anymore hope?"
Ses03M_script01_1_M012,ang,That we haven't had any hope for years now?
Ses03M_script01_1_M017,neu,"You know why I asked Annie here, right?"
Ses03M_script01_1_M019,neu,I want to ask her to marry me.
Ses03M_script01_1_M021,neu,Okay.  So then it's alright.  I'll go ahead with it.
Ses03M_script01_1_M022,ang,Oh see then it's just not my business. God you infuriate me sometimes.  Isn't my business too if dad throws a fit?  Huh?  God you have such a talent for ignoring things.
Ses03M_script01_1_M027,ang,Well to hell with that.
Ses03M_script01_1_M028,neu,I wanted to get this settled first.
Ses03M_script01_1_M029,neu,Then I guess that's the end of it.
Ses03M_script01_1_M030,sad,But from her letters I think she's forgotten him.  I'll find out.
Ses03M_script01_1_M031,neu,"And then we'll thrash it out with dad right?  Mom, don't avoid me."
Ses03M_script01_1_M036,sad,I've given it three years of thought and I thought that if I waited then dad would forget about Larry and then we could have a regular wedding and everything happy.
Ses03M_script01_1_M037,neu,But if I can't have that here I'll get out.
Ses03M_script01_1_M038,neu,I'll get out.  I'll marry her somewhere else.  Maybe New York.
Ses03M_script01_1_M039,ang,I've been a good son too long.  A good sucker and I'm through with it.
Ses03M_script01_1_M040,ang,The business doesn't inspire me.
Ses03M_script01_1_M041,ang,Yes.  I like it an hour out of the day.  If I have to grub for money all day long at least at evening I want it beautiful.  I want a family.  I want a wife.  I want some kids.  I want to build something I can give myself to.
Ses03M_script01_1_M043,neu,Yes.  On this I would.
Ses03M_script01_1_M045,sad,I know.  Just you help me stay here.
Ses03M_script01_1_M046,sad,I am thinking like that.
Ses03M_script01_1_M047,sad,No you don't.  I'm a pretty tough guy.
Ses03F_script01_2_F000,ang,Why did you invite her here?
Ses03F_script01_2_F001,ang,She's been in New York for three-and-a-half years. She don't just suddenly come and-
Ses03F_script01_2_F002,ang,You don't travel seven hundred miles just to see.
Ses03F_script01_2_F004,ang,It's got that about it.
Ses03F_script01_2_F006,ang,She's not Larry's girl. She knows that.
Ses03F_script01_2_F011,sad,"She's faithful as a rock, don't you know. In my worst moments I can think of her-"
Ses03F_script01_2_F013,ang,"Nobody in my house better ever dare-dare to challenge her faith. Maybe strangers, but not his father, not his brother."
Ses03F_script01_2_F015,ang,"Don't, don't laugh at me, don't laugh at me."
Ses03F_script01_2_F016,ang,"Look at it. Because why, when she came here and she slept in his room, the memorial broke into pieces. Look at it, look at it, Joe."
Ses03F_script01_2_F018,sad,"No, you've got to believe."
Ses03F_script01_2_F020,sad,You got to keep believing.
Ses03F_script01_2_F021,sad,I can't help it.
Ses03F_script01_2_M001,neu,"Well, maybe, maybe he just wanted to see her."
Ses03F_script01_2_M003,neu,How do you know he's even thinking about it?
Ses03F_script01_2_M004,neu,"Well, so what?"
Ses03F_script01_2_M006,neu,You can't read her mind.
Ses03F_script01_2_M007,neu,How do you know why she's waited?
Ses03F_script01_2_M008,neu,"Look, it's a nice day. What are we arguing for?"
Ses03F_script01_2_M009,neu,Calm yourself.
Ses03F_script01_2_M011,ang,All right. All right. Calm yourself.
Ses03F_script01_2_M013,ang,"Why me, above all?"
Ses03F_script01_2_M014,ang,Huh?
Ses03F_script01_2_M015,ang,Why me above all?
Ses03F_script01_2_M016,ang,"Look at you, you're shaking."
Ses03F_script01_2_M017,ang,What have I got to hide?
Ses03F_script01_2_M018,ang,"Huh? What the hell's the matter with you, Kate?"
Ses03M_impro08a_F004,neu,two two six six.
Ses03M_impro08a_F013,ang,"You sign the contract and then down the line the phone doesn't work and you're stuck, you can't go to a new...no.  No contracts for me.  You give me a new phone."
Ses03M_impro08a_F014,ang,I want to talk to a supervisor
Ses03M_impro08a_F015,ang,I would like to talk to your supervisor.  Obviously you're incompetent and don't understand what I'm asking.
Ses03M_impro08a_F020,ang,This is ridiculous.Well what are we supposed to do?  We starve then because I can't use my phone cause
Ses03M_impro08a_F021,ang,"I am a realtor and this is my business.  People are calling me all the time but you know, and I don't have a land line.  I can't afford to have a land line"
Ses03M_impro08a_F022,ang,That you better be sorry.
Ses03M_impro08a_M000,neu,Hello.  This is Viacom Services.  How can I help you?
Ses03M_impro08a_M001,neu,"I'm sorry ma'am, what can I help you with?"
Ses03M_impro08a_M002,neu,Okay.  Can you give me the last four digits of your social security number so I can verify who I'm speaking with?
Ses03M_impro08a_M003,neu,Okay.  And your name is?
Ses03M_impro08a_M004,neu,Olivia. Um. Okay.  So how long has this problem been?
Ses03M_impro08a_M005,neu,So what exactly is the problem?
Ses03M_impro08a_M006,neu,Um- I think part of it has to do with the network being down.  It's been having some trouble the last few weeks--
Ses03M_impro08a_M007,neu,I understand--we're not-
Ses03M_impro08a_M008,neu,No.  Okay.  We're not charging you for any of these months.  We're going to give you three months free.
Ses03M_impro08a_M009,neu,We can give you a new phone--
Ses03M_impro08a_M010,neu,We can do that.  We can do that.  You just have to sign a one-year contract though with the--
Ses03M_impro08a_M012,neu,"Um- Let me connect you to my supervisor.  Actually, he's out right now so I'm supervisor until he comes back. Um-"
Ses03M_impro08a_M013,neu,"So you could----speak with me some more, you could call back later on maybe."
Ses03M_impro08a_M016,neu,"Mmm hmmm.  Mmm hmmm.  The power outages, everything, hurricane Katrina. Everything's really messed up."
Ses03M_impro08a_M017,neu,don't you-
Ses03M_impro08a_M018,neu,I'm really sorry ma'am.  There's not----a lot we can do for it.
Ses03M_impro08a_M019,neu,"What I can do for you, if you want to make a call right now I could contact you through our computer.  I can call through my phone and you can speak through me."
Ses03M_impro08a_M020,neu,I'm sorry it has to do with an electrical power outage and stuff--
